ID,date
4285553,13.7.2000
7304561,30.7.2006
8593961,24.12.2006
9891421,5.5.2021
3851808,30.8.2024
5417345,19.4.2014
5086788,1.7.2012
1580701,23.2.2023
2628188,11.5.2002
1724063,28.9.2010
2129532,5.8.2024
2014259,27.6.2003
8610859,28.8.2023
5112045,14.1.2007
1125887,7.6.2021
5529065,25.4.2015
8202518,27.3.2021
4057524,14.12.2004
7789965,20.7.2014
3225480,29.5.2021
9659144,10.4.2019
3832225,17.6.2009
7070768,20.2.2019
3959477,16.10.2021
4050406,8.1.2008
4639457,17.12.2024
3343966,31.12.2000
6171278,23.7.2024
1309691,8.3.2000
6936385,29.2.2013
7037135,23.1.2021
6529695,6.11.2003
4345565,9.11.2004
4594916,21.4.2011
6539427,3.3.2020
4496591,28.11.2008
9524369,20.9.2017
6003883,2.5.2005
5192713,16.9.2001
9931313,12.2.2016
3386050,23.10.2004
9348816,13.11.2013
8684995,19.12.2017
7243063,26.3.2019
5270362,27.5.2018
338757,5.2.2014
6873063,16.6.2011
6009694,13.4.2023
6178621,7.1.2005
2836718,20.12.2021
9849554,7.11.2015
4528926,23.2.2000
4117839,8.1.2020
9349752,10.9.2015
6966144,19.4.2022
5172308,7.4.2011
9377727,3.4.2011
6076618,26.9.2012
4763520,2.4.2004
5979230,3.8.2013
161722,3.4.2021
2855029,3.5.2002
9448261,12.2.2007
1855394,7.7.2024
7046765,9.10.2003
5531777,1.4.2003
2780664,23.6.2006
8113995,2.12.2006
3394892,18.4.2017
8541571,9.2.2011
2457482,9.6.2022
9481451,17.7.2001
7011464,21.2.2016
490729,19.6.2023
2310447,10.3.2019
3204226,12.8.2000
2002147,31.1.2023
3058009,30.5.2001
2094066,17.2.2002
6762958,27.3.2003
7830511,18.12.2006
4651814,11.4.2003
7445942,13.11.2010
2181928,3.4.2002
2589210,21.9.2006
2488344,27.11.2002
1201318,14.1.2021
1036592,22.10.2024
2741170,7.4.2020
9419823,3.8.2011
8493108,21.12.2013
4393370,18.2.2015
3537288,25.6.2005
7422412,28.8.2020
5133766,25.11.2021
1955155,20.7.2009
9908901,27.4.2007
2787476,1.5.2021
5031288,2.9.2004
3599111,29.12.2017
8349878,25.9.2003
3457509,6.2.2017
1644618,6.7.2022
7067233,15.7.2018
4413113,17.1.2002
5765002,25.9.2013
3525863,13.5.2014
5081958,11.8.2004
9220189,9.8.2000
4613956,7.12.2013
4796903,28.12.2008
8014812,9.8.2014
9705541,11.2.2018
7637451,29.1.2002
8975128,29.4.2019
7745248,28.10.2021
1822442,4.1.2015
9920755,26.1.2003
6435201,20.8.2009
1151328,15.2.2010
5056217,7.4.2007
6705318,30.5.2021
1656389,28.8.2009
9001990,6.12.2017
2686595,29.9.2010
4909489,11.3.2003
6434186,12.5.2003
7860512,25.12.2009
7211356,25.11.2009
9415563,25.8.2019
3256168,2.10.2014
8584852,12.3.2000
3092616,6.2.2021
4261029,17.4.2017
558273,13.3.2017
2387034,22.7.2002
7645486,3.12.2016
1211056,5.1.2019
5970453,13.2.2011
1395214,3.5.2001
6095646,11.11.2008
5715211,4.10.2012
690155,27.2.2002
548287,20.3.2021
3733234,29.4.2023
9119816,31.7.2021
3363978,14.9.2020
3301969,4.12.2024
7433765,3.2.2024
7622222,13.6.2015
9564926,9.8.2019
3519377,2.12.2011
8005630,9.2.2003
2737549,13.4.2007
7838937,7.8.2003
1856889,30.6.2004
289942,22.4.2017
911996,20.2.2020
5212238,10.1.2020
9575836,1.3.2000
9635407,3.12.2018
1699884,12.4.2003
5888371,7.4.2011
9767059,7.10.2022
7460702,21.8.2013
4603679,28.2.2021
8333059,31.6.2002
9364370,24.3.2016
4964893,26.10.2014
2533904,5.9.2004
1553139,25.3.2012
3760561,2.8.2021
1360650,5.11.2020
41796,22.2.2015
9649171,17.2.2008
2541928,20.12.2022
1838122,29.1.2000
1044114,28.2.2024
9982059,2.2.2024
8131253,9.3.2021
9079000,27.1.2010
5275779,14.3.2005
6999080,4.2.2019
6759892,3.1.2007
1725926,1.4.2017
6931673,23.9.2010
4635133,23.3.2005
4140923,16.2.2019
4884534,26.5.2002
2043361,25.7.2007
9400597,26.10.2005
4245896,17.8.2019
2669494,12.1.2004
4454842,31.8.2001
5530448,10.7.2000
6490629,2.8.2012
9841497,19.7.2009
8932759,29.10.2016
4802927,9.10.2002
2865421,22.7.2015
6490340,29.6.2017
8120697,5.9.2020
7585874,21.10.2014
9725878,31.1.2011
1535493,2.3.2022
8254563,31.3.2015
2492173,13.6.2003
4138617,26.10.2013
5628427,11.2.2019
6148745,14.6.2015
6745178,15.10.2004
1199180,23.11.2006
1718092,9.5.2018
8976180,9.10.2008
8088747,14.9.2019
7407367,15.2.2023
5896711,8.10.2010
9269765,5.3.2017
3103909,3.7.2009
2183409,4.4.2015
3455341,16.5.2020
8107714,6.11.2006
6972022,14.5.2004
2158450,16.7.2024
610981,22.11.2014
5798719,22.12.2019
1716616,28.10.2001
269227,2.8.2010
4827685,31.6.2000
7507408,30.4.2022
8438334,11.8.2011
7961726,17.6.2015
2864946,2.3.2005
8973661,28.12.2001
8063942,18.10.2008
3884557,7.3.2005
7917428,18.10.2023
6323157,15.6.2008
8663008,14.9.2002
6847731,17.11.2012
255431,30.8.2012
8170045,4.1.2002
7170142,1.2.2020
5660792,5.12.2008
5886596,10.5.2018
3055077,22.7.2016
5492535,23.6.2024
5564212,1.10.2010
9203834,20.2.2001
4428238,31.9.2003
2578997,27.7.2014
3888357,3.2.2001
517280,1.7.2023
1402205,12.1.2009
8858961,8.7.2011
2232811,25.2.2021
3610188,31.2.2018
3404296,11.7.2011
8328947,22.4.2024
4573048,22.8.2017
7598143,16.12.2001
5087595,24.9.2016
7800629,31.6.2020
8765992,31.6.2001
5817502,26.10.2007
9192191,8.1.2002
8877565,23.3.2011
5654993,21.2.2018
3900408,25.2.2001
2355859,16.8.2024
8387735,4.1.2024
4073802,29.5.2004
965991,3.10.2013
2302742,29.8.2002
1156426,22.7.2021
968672,28.3.2003
5367050,17.8.2005
1127612,3.6.2001
759459,26.6.2001
6818430,2.8.2021
5325441,29.6.2010
9997904,1.4.2006
782634,11.8.2017
982355,9.8.2001
6012668,16.11.2013
4625098,13.4.2016
3596663,4.5.2010
827224,26.4.2018
284704,8.11.2000
7669672,19.8.2017
6374558,5.10.2004
7939468,17.3.2022
4529718,30.2.2003
6073107,8.4.2004
6348787,11.12.2007
4258762,20.12.2015
6643605,17.12.2009
7421266,24.2.2022
8847571,8.11.2024
1253644,19.2.2013
9349532,11.1.2003
9338965,30.4.2003
4082730,19.12.2011
4257803,14.9.2001
3239861,5.1.2016
8548571,5.7.2014
8462825,17.2.2006
1616046,12.7.2004
7168844,20.5.2002
1360104,3.11.2023
8429171,3.2.2006
1996485,23.3.2020
1526223,3.1.2010
6674815,15.1.2021
4868634,13.7.2004
4783155,4.4.2021
9187669,10.11.2013
9621698,16.3.2021
3748176,17.7.2014
9186695,30.7.2003
9979224,31.2.2006
712906,25.8.2023
6067770,30.5.2014
4723100,27.2.2019
9055771,29.12.2020
2070614,1.7.2011
3854330,6.1.2019
7782082,26.11.2017
576126,14.7.2015
1523382,17.8.2016
888373,29.8.2015
9573527,12.12.2009
9724193,6.1.2008
9602256,20.10.2009
357145,18.11.2012
4625605,14.12.2010
2416724,24.8.2003
2272828,1.11.2012
6018475,21.5.2020
3705675,11.4.2006
6471416,31.8.2003
104142,11.7.2003
1396809,31.11.2006
1461450,28.12.2016
6536566,13.8.2020
9606979,6.8.2014
4467579,24.8.2016
9272373,13.5.2022
4679414,1.5.2023
5904009,11.7.2021
4609762,18.6.2003
7245595,17.5.2000
294838,5.9.2011
9190169,12.12.2017
7152001,25.6.2010
2021255,25.11.2010
3058664,26.11.2006
5487791,10.5.2002
2204138,7.11.2016
9724389,14.5.2019
4712833,11.10.2018
2804516,30.7.2017
1878715,26.8.2010
4020317,31.4.2010
5073686,16.2.2023
2221651,27.9.2003
7369105,1.1.2021
2359445,8.11.2022
50631,4.8.2017
4908668,6.8.2018
6901484,23.6.2001
8570626,25.12.2023
8075424,13.1.2000
5068680,21.3.2005
4381161,9.10.2006
3183491,29.6.2020
7326172,27.4.2013
3216744,21.1.2023
3539173,19.1.2014
6196303,19.2.2003
9559946,25.7.2016
2658262,10.7.2012
1665467,24.6.2017
4666881,28.5.2009
8143963,14.11.2022
2414096,18.10.2006
5457025,30.4.2010
205280,27.8.2019
1584214,17.12.2014
6915483,16.1.2024
143038,10.4.2017
7200430,1.12.2020
756542,16.2.2003
1812276,30.4.2008
2474354,18.7.2008
488234,18.4.2019
2574775,20.3.2013
4845152,27.1.2012
4102915,5.8.2001
6244531,15.3.2021
5977692,18.4.2018
5067140,28.3.2004
575603,28.1.2002
6807259,27.1.2012
4538867,12.1.2014
6867732,4.12.2002
9999228,24.12.2008
6727086,25.6.2003
7643645,8.7.2006
6791060,8.6.2002
9500112,22.5.2018
1622158,25.10.2002
5197512,28.7.2019
5303378,8.10.2018
8388766,27.10.2011
8293539,25.1.2005
156498,10.5.2018
2471975,17.6.2008
6804156,30.5.2007
5163157,9.5.2003
7453081,14.3.2001
7174056,14.7.2011
285809,22.7.2011
5415233,21.4.2015
6225593,3.5.2023
9440855,14.7.2003
8608584,21.1.2023
1408856,1.10.2001
5272840,19.11.2005
418498,25.10.2015
1629002,8.11.2002
2497313,9.12.2003
7710003,17.1.2000
3386149,6.6.2011
6442556,17.3.2019
7681686,31.3.2008
5897695,3.1.2012
9377909,26.4.2019
5997444,28.9.2007
2093260,4.11.2002
5888661,18.6.2014
6192239,16.11.2014
2763705,20.1.2001
4736432,6.11.2023
1899662,11.7.2022
2231019,27.3.2023
8716954,13.12.2010
766841,1.9.2005
3655686,20.1.2004
82716,18.9.2001
1855407,4.7.2003
4329455,10.2.2020
8677459,14.2.2003
8345782,30.1.2014
8441633,14.9.2017
6971111,4.1.2021
1115019,8.10.2021
4270243,22.2.2003
8416313,18.6.2023
1655808,22.8.2004
9551976,15.9.2003
1775108,10.4.2010
5796508,4.4.2000
8325104,4.5.2012
2802202,28.7.2018
2252285,23.9.2022
1289410,30.2.2015
8285002,30.7.2002
8799681,20.7.2020
5024564,12.11.2022
8138971,31.4.2023
6347872,10.10.2017
5767262,14.3.2005
8896214,1.8.2022
3688144,11.6.2011
3523409,23.6.2014
8698208,28.10.2003
3641691,31.10.2006
8061705,19.1.2006
9893208,30.4.2005
2747642,21.3.2008
3954059,17.7.2024
9640488,25.3.2023
186543,24.11.2006
4523260,8.7.2021
2749417,30.1.2015
2736632,20.10.2008
9069033,6.11.2002
255243,28.3.2007
8499834,26.6.2020
8263512,1.11.2020
7833158,15.3.2020
4946208,28.1.2012
9004122,8.8.2022
2026714,1.11.2018
3147597,16.7.2000
1838682,1.12.2004
8065008,15.8.2022
5590140,21.8.2023
919080,28.3.2000
254045,30.5.2012
5286198,21.5.2018
892894,9.3.2023
9091068,31.8.2001
2622568,9.4.2004
4320632,21.2.2012
2648013,30.11.2010
5692569,20.5.2018
5860090,31.4.2023
6138798,18.1.2022
7744246,1.3.2004
361914,27.9.2022
1318448,30.4.2009
9833903,26.8.2022
2668606,2.1.2020
4930552,11.11.2005
2135003,1.3.2021
1786013,26.3.2003
5778968,7.10.2012
7636476,7.9.2018
8123385,27.11.2009
9828106,13.12.2001
3715617,2.1.2003
1433553,20.2.2015
5534651,11.1.2010
6305635,29.4.2011
1996556,24.2.2019
3608436,21.11.2011
1213340,1.3.2018
9500368,27.7.2019
7818140,16.12.2008
7417330,18.6.2013
4220677,30.7.2001
8277757,14.5.2009
4293760,30.8.2005
989046,23.7.2014
8782283,23.1.2018
390341,3.7.2000
6786976,21.11.2000
3814642,4.6.2002
8476281,26.5.2016
3181254,24.3.2004
1566155,24.12.2008
3164928,17.11.2003
7455042,29.10.2006
1477508,13.7.2022
9471168,10.12.2013
3404191,8.8.2021
7984544,11.5.2015
7994914,1.5.2017
776020,17.2.2002
1097387,8.3.2013
7575891,8.4.2022
8958312,23.7.2006
3129516,19.7.2020
6456044,28.10.2009
4116474,26.9.2015
8784347,18.5.2011
4604357,31.5.2020
3579433,7.7.2011
8424410,18.10.2020
4343009,7.2.2022
11451,26.9.2008
2227714,9.6.2004
1168281,31.7.2004
3570151,12.11.2001
7930115,16.5.2023
2141650,26.3.2017
5936684,9.9.2010
6766967,13.3.2004
2317724,9.11.2011
9465098,22.6.2024
5331299,2.3.2024
107313,28.1.2005
1199799,23.3.2008
8587485,3.5.2012
4334122,19.12.2019
5124254,19.5.2010
2028485,3.12.2020
9179028,19.4.2017
6197167,11.3.2019
6198148,8.7.2004
6091356,7.4.2012
5662619,28.9.2004
4491817,24.2.2022
4106692,26.2.2006
1293857,6.2.2018
3392982,20.4.2006
5474132,27.7.2004
1364510,20.3.2008
7107670,21.8.2007
2440218,11.1.2011
2847339,24.2.2011
3990707,28.1.2000
4094576,9.2.2006
430720,30.12.2017
2260478,6.6.2007
713191,2.10.2002
5320826,6.8.2010
1388914,2.5.2019
2273088,5.11.2024
4039557,26.1.2004
5429938,9.10.2009
8935144,27.3.2018
8594140,18.2.2006
7246595,12.7.2013
5256346,24.2.2009
1288054,6.4.2024
287633,13.8.2006
6876589,24.9.2020
2291827,6.4.2007
4870390,8.10.2023
4990771,8.6.2000
9944798,16.9.2017
5765582,14.12.2010
5524048,3.10.2016
9251969,4.6.2022
3123403,13.8.2024
8284547,16.5.2024
3512508,22.10.2006
5370053,16.11.2004
8710403,15.7.2009
1117200,24.12.2022
6533751,26.5.2015
4482192,4.8.2005
3859265,19.12.2024
8788732,11.2.2022
8176858,26.5.2007
1318483,24.1.2024
8497091,6.5.2020
3509714,27.3.2012
2445688,5.7.2024
3808732,31.1.2012
5411690,19.11.2003
3950512,11.1.2007
9743757,30.7.2024
8757496,7.7.2020
2235570,19.12.2015
6988284,27.8.2011
2774402,29.11.2019
6102412,11.12.2019
7605846,31.11.2003
6941369,1.6.2022
7392140,20.11.2016
6426257,26.1.2021
5119517,25.12.2001
7035546,8.8.2019
7556240,15.1.2004
2297824,22.2.2017
2705371,13.3.2004
7414995,30.11.2005
3211590,8.6.2019
3117348,11.3.2014
4141805,2.10.2004
1525047,13.10.2022
3588928,14.10.2022
1720375,2.12.2010
2959224,7.9.2007
6672176,3.2.2023
575232,19.3.2013
6323414,7.11.2014
3576372,27.6.2024
7226686,12.2.2019
5958637,16.11.2011
6718552,7.9.2020
9357796,14.1.2021
3998008,27.4.2007
5685080,12.8.2022
7200679,3.11.2018
3649344,24.11.2004
7735815,3.10.2013
1561405,1.6.2002
8444362,31.7.2014
4283130,30.1.2006
6291111,5.11.2003
2198633,22.3.2008
614931,8.3.2022
6775682,13.8.2013
8984813,31.9.2001
9049060,23.8.2007
5513916,6.3.2016
679063,29.7.2002
7443627,23.4.2012
4411914,30.1.2004
5682793,8.3.2014
9980463,11.3.2005
9694773,31.5.2021
8629169,13.12.2013
9693353,26.3.2003
1233785,5.7.2012
9793374,10.10.2008
7214595,27.2.2021
4250702,29.4.2007
3774479,4.12.2014
7526232,30.11.2016
2264163,15.1.2008
1916671,31.8.2011
3534615,2.2.2011
432955,9.3.2009
4751401,30.5.2001
4120282,30.8.2008
135584,13.2.2023
6487620,4.2.2000
5971946,5.4.2010
6434027,28.5.2001
4719136,5.6.2019
7389584,6.10.2001
255209,10.6.2015
8474931,27.9.2016
5861226,9.11.2002
2163693,14.10.2007
7430515,2.7.2008
9925267,4.7.2000
6403783,6.3.2024
2504254,18.5.2023
9107785,28.7.2001
6475867,21.7.2015
7307787,8.3.2008
4928968,12.1.2006
6647124,6.6.2020
3920981,17.10.2009
3218935,20.5.2004
4007560,28.10.2007
6509496,21.3.2014
4784050,16.2.2022
8930548,11.8.2009
5182436,11.6.2021
6334166,6.6.2011
1494785,3.4.2012
6012136,7.5.2009
5950176,26.10.2011
2053228,25.6.2019
5930538,19.12.2013
2578142,26.4.2011
7846593,23.6.2013
3553576,29.1.2002
1960860,2.5.2020
9959644,31.8.2005
6858482,12.6.2015
4199651,11.2.2019
3228418,31.2.2002
8516337,18.6.2002
3732410,11.5.2004
8853754,31.10.2006
6677342,20.3.2017
5920821,25.10.2001
4717600,6.3.2004
6511837,9.9.2013
2224565,20.10.2001
1962702,12.2.2004
9364285,1.7.2000
5355173,13.9.2000
6836404,11.10.2003
9796437,15.7.2016
6124593,20.10.2022
4059457,4.8.2022
6382698,5.5.2007
1948766,31.2.2016
3303321,27.9.2003
5661452,4.1.2022
2812323,25.3.2017
1266560,11.5.2003
1528626,19.4.2006
1680644,28.5.2001
8207188,11.5.2024
7504287,20.6.2024
855378,16.8.2008
2815047,27.12.2020
2505533,6.11.2014
4581830,14.3.2001
9595809,2.7.2000
474147,24.10.2007
8214870,14.8.2018
4594995,14.6.2004
4848767,4.3.2012
7713236,20.4.2016
423185,3.9.2005
2865270,19.5.2009
3490212,31.12.2010
8289445,29.9.2007
5585489,14.7.2013
7515315,12.4.2015
4490888,16.1.2008
5288963,1.8.2009
4970720,1.2.2011
5396789,20.11.2000
8649186,3.3.2015
2444218,3.12.2014
6679264,28.3.2024
8647425,17.8.2010
9141978,15.1.2011
2006521,1.7.2008
1032665,18.8.2011
4357479,19.6.2010
6532166,6.5.2004
8793117,7.3.2013
7381074,1.5.2021
5964315,25.9.2011
7780332,19.10.2024
9658202,1.4.2024
3930046,7.6.2020
7467988,10.6.2006
6990050,23.10.2005
8690185,3.3.2002
5691973,13.6.2019
6797352,15.2.2024
5191855,28.5.2009
5113243,28.4.2008
5781644,11.2.2011
6180988,23.8.2016
5141742,7.11.2007
144996,10.8.2008
7198846,31.7.2019
5322266,19.12.2022
4962343,23.1.2005
6269167,19.4.2017
4234602,14.10.2019
8601293,21.6.2016
4044304,20.1.2017
7251,14.7.2002
9974287,14.9.2006
1690031,29.11.2017
7624893,26.10.2010
8617412,16.5.2000
3750221,26.4.2015
3628753,13.11.2011
5434922,7.11.2016
8981309,7.8.2002
9165047,26.9.2001
1897123,15.8.2002
1138434,31.12.2005
5605215,7.1.2018
9337584,24.6.2015
4993508,23.12.2000
6140128,23.2.2010
5432600,24.6.2022
1144123,15.9.2014
4721347,9.8.2011
2799920,17.3.2016
6498516,1.5.2024
7686758,10.11.2008
3187244,26.4.2007
3728337,8.3.2024
5585013,12.8.2016
7697058,29.10.2009
9799488,3.9.2018
5062605,27.1.2007
9118219,29.4.2009
8819401,28.10.2016
3266522,13.1.2020
9844299,16.2.2016
4177582,17.6.2009
5276909,23.3.2003
6045930,21.5.2002
7679707,15.9.2008
2744575,30.6.2012
855053,1.8.2000
3759565,7.4.2000
5893309,2.1.2012
557151,9.10.2007
622287,20.12.2018
7504100,9.1.2014
7923960,5.4.2003
3428198,4.11.2001
255510,22.9.2017
9697347,15.9.2006
3370421,6.6.2003
1107700,16.4.2010
4720002,12.9.2021
7136029,25.2.2012
5033368,20.4.2022
9726386,15.5.2023
6514492,16.11.2012
281835,4.9.2008
1660197,8.4.2019
3087378,19.11.2018
1270551,9.4.2023
9495335,6.5.2020
9250334,24.2.2010
6873064,30.11.2009
3562779,3.2.2017
4207665,23.7.2012
6896076,29.11.2010
343134,18.12.2016
9849795,28.9.2002
5260445,19.5.2017
6327739,27.12.2003
6547268,6.3.2019
2815086,18.11.2000
436605,12.4.2006
809776,4.9.2007
5454769,10.4.2003
2038186,21.11.2007
3231590,2.6.2001
8921251,18.12.2017
6480373,22.12.2000
9515009,12.1.2000
6428150,2.3.2013
3886421,10.6.2012
134439,16.11.2019
5330855,23.2.2010
4354128,26.7.2012
1030069,28.8.2010
7104952,11.12.2023
9586325,23.12.2008
4357810,15.10.2003
7331418,12.11.2017
2056505,10.10.2014
1181006,9.12.2020
3718906,12.7.2021
9726844,12.1.2003
812919,6.12.2000
2722944,11.2.2017
3586087,1.4.2011
7810908,26.3.2009
7219019,15.5.2014
7945556,18.1.2019
7507260,20.2.2007
8070969,3.6.2006
6947148,11.2.2008
7242308,14.12.2008
2889830,1.11.2001
9026065,23.5.2020
5243387,17.6.2009
9003750,6.4.2018
4749137,28.4.2002
2429146,5.7.2016
6718689,18.5.2002
1810753,9.4.2017
8865527,21.8.2013
4534349,2.10.2020
1102641,2.8.2013
1715991,5.3.2014
3378773,8.9.2021
3285311,29.12.2006
497458,9.8.2005
3294230,30.5.2024
6002680,27.3.2016
9547025,16.9.2010
4705727,16.7.2010
9472037,15.6.2009
9475579,13.3.2000
1504315,25.8.2008
2974649,20.6.2004
7233009,29.6.2000
7018774,21.11.2015
4428924,8.3.2015
3285448,11.5.2000
3912169,7.4.2022
6491546,17.10.2014
7037597,23.1.2018
2130302,12.12.2011
500485,12.5.2016
6255716,29.6.2020
1796380,29.8.2020
9302430,2.9.2018
5689900,4.6.2018
4173873,11.6.2001
8229998,21.5.2015
4293241,25.5.2018
8605751,26.5.2001
6996027,24.7.2016
7681883,10.3.2012
2894723,11.12.2010
2164035,25.2.2001
9849919,29.5.2024
8499826,28.3.2020
5715092,14.5.2014
1704564,8.4.2007
7381845,11.11.2017
1962843,8.5.2005
1362216,17.8.2008
2228266,14.6.2006
9490502,18.5.2024
7162453,20.3.2023
2438571,19.11.2009
770851,23.3.2020
3985458,2.4.2007
592398,23.9.2001
5686581,4.10.2002
5150945,28.3.2009
4586477,5.12.2015
7839111,29.12.2007
3119892,7.7.2009
6732871,15.9.2002
4092709,25.8.2005
7394603,27.9.2007
9939876,7.5.2015
783441,27.9.2020
2146068,5.5.2018
6113642,11.12.2007
8265465,17.5.2004
3471220,6.12.2017
801316,17.5.2005
4705131,14.11.2018
9231647,7.7.2010
8430444,26.5.2003
5095301,3.10.2011
7071979,13.2.2023
839422,31.5.2008
6142870,8.4.2011
6657191,22.2.2001
4399344,12.10.2021
6313031,8.4.2010
8655450,25.10.2014
857194,13.1.2008
1979439,27.1.2004
2711617,28.1.2014
6645739,28.8.2011
9448339,30.4.2012
7629056,23.6.2006
2920126,30.2.2007
6174038,16.9.2012
5310252,11.9.2019
5735199,13.9.2017
175501,26.3.2015
5567068,15.9.2008
8249863,24.6.2020
5103462,23.9.2001
1870520,21.9.2020
4489775,23.9.2017
3491525,17.10.2003
7057855,9.1.2015
3267526,4.9.2016
8812763,17.2.2016
7583185,26.4.2007
6144288,3.2.2007
926921,5.2.2013
1594025,29.7.2011
6455176,26.4.2024
4649280,9.4.2005
2464679,18.12.2020
1156852,18.12.2009
3396152,28.10.2019
5720956,30.8.2002
7086268,31.5.2014
5796616,23.10.2000
6316951,9.7.2012
5480684,15.4.2022
8261276,30.10.2002
7453150,22.12.2007
4688179,30.6.2017
72305,13.2.2015
601646,5.5.2021
6780359,17.11.2001
5453424,17.10.2022
2839602,25.2.2010
5020830,6.2.2023
3414230,6.6.2023
6082039,16.8.2011
2403895,5.11.2001
5836887,17.6.2018
2948621,27.10.2020
6272429,25.7.2015
2660005,4.5.2021
7868156,9.3.2017
8393262,22.8.2012
3852353,28.10.2001
9892910,28.12.2023
8101168,17.6.2009
1598884,19.3.2017
7905356,10.7.2000
3300638,9.6.2019
206629,14.5.2001
1110687,7.6.2005
9834322,6.3.2016
6636061,18.10.2019
6536930,24.9.2003
7584640,20.12.2017
9815071,23.7.2014
8322522,6.12.2012
3695849,4.11.2019
9598220,13.3.2012
2199720,28.8.2008
8882062,7.10.2015
6205215,3.5.2020
1855333,23.11.2004
111973,6.11.2013
9032119,29.3.2013
6149171,24.12.2005
4669718,25.9.2024
7701142,17.1.2004
3591162,3.5.2014
7332876,31.3.2007
1801802,21.1.2013
5276609,21.6.2002
2401348,22.8.2022
2065896,22.4.2004
9188928,10.10.2000
6010473,12.12.2023
5727628,13.4.2004
423276,14.7.2015
5584444,13.11.2019
3451230,18.1.2020
5603775,8.12.2014
2236253,17.5.2011
9056488,24.11.2013
2691298,5.11.2019
555407,13.7.2012
8775961,23.8.2004
2978036,1.2.2016
5744667,25.10.2006
8748684,21.7.2016
9616753,23.12.2016
7470943,10.7.2011
7898775,6.10.2016
8455003,13.9.2016
7522925,15.2.2023
2811955,15.8.2017
6817888,14.11.2024
9174538,26.12.2005
4022728,4.7.2006
221923,1.8.2007
7727010,4.12.2016
8899530,12.2.2018
3659363,29.7.2023
3362401,31.9.2001
8052658,11.9.2014
9647358,27.1.2012
6410204,31.4.2007
557865,20.8.2022
276346,19.1.2008
3145585,31.7.2000
3633304,10.3.2019
8801267,28.12.2016
2381570,2.9.2023
1879940,28.8.2022
1847093,16.8.2017
366975,27.11.2011
6899305,5.5.2011
7906634,15.3.2014
6631112,14.6.2019
1382039,20.10.2002
8192757,13.8.2014
715919,29.8.2005
807568,28.7.2001
9687764,6.12.2016
9231045,4.9.2022
4851132,2.7.2011
2265920,4.7.2016
7011460,1.6.2004
9309067,4.11.2021
3547694,14.6.2004
6849784,23.12.2000
879641,24.9.2005
5650195,5.12.2024
5566163,20.7.2018
5165833,4.6.2021
4213158,10.8.2017
7052121,4.9.2015
2981867,31.12.2007
8325440,4.11.2010
689132,16.2.2005
1666630,14.3.2024
9187308,21.7.2022
2910293,8.6.2016
5350048,24.3.2011
8540953,29.6.2020
3560725,22.7.2019
19818,16.2.2022
9981314,15.10.2016
2158558,18.11.2007
1816646,13.1.2009
27983,5.2.2022
6110985,10.2.2011
3820751,30.6.2002
5480772,23.12.2020
5706256,13.2.2020
4267328,8.10.2011
3604251,6.6.2022
8209237,9.4.2023
824415,7.1.2018
6796041,31.12.2001
7146841,27.8.2005
7956739,15.9.2005
6847079,29.10.2004
6931897,14.10.2000
1345934,9.9.2021
2726308,29.10.2018
5269334,27.1.2011
9390854,3.8.2006
8355958,19.12.2003
6708255,17.5.2011
